firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,,,Birth's Per Month,,Birth's Per Day,,Birth's Per Year,,Person's Per Course,,Globe or Smart,,,
name1602,lastname1602,June,25,97,BS Management Engineering,639189051512.00,918.91,918,,,,,,,,,,,,
name1603,lastname1603,September,4,99,BS IT Entrepreneurship,639275759786.00,927.58,927,,,,,,,,,,,,
name1604,lastname1604,May,19,98,BS Legal Management,639189085902.00,918.91,918,,,,,,,,,,,,
name1605,lastname1605,April,5,99,BS Comtech,639183863965.00,918.39,918,,,,,,,,,,,,
name1606,lastname1606,May,20,97,BS Management,639171098620.00,917.11,917,,,,,,,,,,,,
name1607,lastname1607,January,1,97,BS Comtech,639273345450.00,927.33,927,,,,,,,,,,,,
name1608,lastname1608,April,21,98,BS Management Engineering,639188121222.00,918.81,918,,,,,,,,,,,,
name1609,lastname1609,July,18,98,BS Legal Management,639188577371.00,918.86,918,,,,,,,,,,,,
name1610,lastname1610,March,25,99,BS Management,639278345521.00,927.83,927,,,,,,,,,,,,
name1611,lastname1611,April,14,0,BS Management,639184858289.00,918.49,918,,,,,,,,,,,,
name1612,lastname1612,June,13,99,BS Management Engineering,639179224155.00,917.92,917,,,,,,,,,,,,
name1613,lastname1613,February,15,97,BS Management Engineering,639278937520.00,927.89,927,,,,,,,,,,,,
name1614,lastname1614,January,1,97,BS Management,639173263403.00,917.33,917,,,,,,,,,,,,
name1615,lastname1615,November,20,97,BS Comtech,639176456607.00,917.65,917,,,,,,,,,,,,
name1616,lastname1616,April,16,98,BS Management Engineering,639174347543.00,917.43,917,,,,,,,,,,,,
name1617,lastname1617,October,13,99,BS Comtech,639185079807.00,918.51,918,,,,,,,,,,,,
name1618,lastname1618,May,18,99,BS Comtech,639171692137.00,917.17,917,,,,,,,,,,,,
name1619,lastname1619,April,25,98,BS Legal Management,639275061238.00,927.51,927,,,,,,,,,,,,
name1620,lastname1620,July,17,99,BS IT Entrepreneurship,639183689133.00,918.37,918,,,,,,,,,,,,
name1621,lastname1621,July,19,99,BS IT Entrepreneurship,639275582114.00,927.56,927,,,,,,,,,,,,
name1622,lastname1622,May,9,97,BS Management Engineering,639175981160.00,917.60,917,,,,,,,,,,,,
name1623,lastname1623,October,28,99,BS Comtech,639279978860.00,928.00,927,,,,,,,,,,,,
name1624,lastname1624,June,23,99,BS Management Engineering,639279733481.00,927.97,927,,,,,,,,,,,,
name1625,lastname1625,April,7,97,BS Management Engineering,639177827480.00,917.78,917,,,,,,,,,,,,
name1626,lastname1626,July,7,98,BS Management,639187729716.00,918.77,918,,,,,,,,,,,,
name1627,lastname1627,December,26,0,BS Management,639172095036.00,917.21,917,,,,,,,,,,,,
name1628,lastname1628,October,1,99,BS IT Entrepreneurship,639187183375.00,918.72,918,,,,,,,,,,,,
name1629,lastname1629,August,13,99,BS Legal Management,639187776708.00,918.78,918,,,,,,,,,,,,
name1630,lastname1630,September,11,97,BS Management Engineering,639177827638.00,917.78,917,,,,,,,,,,,,
name1631,lastname1631,December,8,1,BS Management Engineering,639177009826.00,917.70,917,,,,,,,,,,,,
name1632,lastname1632,February,16,99,BS Legal Management,639174225632.00,917.42,917,,,,,,,,,,,,
name1633,lastname1633,July,27,98,BS Management,639273522048.00,927.35,927,,,,,,,,,,,,
name1634,lastname1634,June,25,1,BS IT Entrepreneurship,639276674402.00,927.67,927,,,,,,,,,,,,
name1635,lastname1635,September,3,0,BS Management Engineering,639183542271.00,918.35,918,,,,,,,,,,,,
name1636,lastname1636,December,7,98,BS Comtech,639175994743.00,917.60,917,,,,,,,,,,,,
name1637,lastname1637,December,22,97,BS Management Engineering,639171458973.00,917.15,917,,,,,,,,,,,,
name1638,lastname1638,April,25,97,BS IT Entrepreneurship,639179361237.00,917.94,917,,,,,,,,,,,,
name1639,lastname1639,March,8,99,BS IT Entrepreneurship,639175309570.00,917.53,917,,,,,,,,,,,,
name1640,lastname1640,August,3,98,BS Management,639173244108.00,917.32,917,,,,,,,,,,,,
name1641,lastname1641,June,14,97,BS Management Engineering,639271908210.00,927.19,927,,,,,,,,,,,,
name1642,lastname1642,December,12,99,BS Management,639174753924.00,917.48,917,,,,,,,,,,,,
name1643,lastname1643,March,10,97,BS Management,639178578466.00,917.86,917,,,,,,,,,,,,
name1644,lastname1644,September,21,0,BS Management,639184563730.00,918.46,918,,,,,,,,,,,,
name1645,lastname1645,March,21,98,BS Management Engineering,639188457547.00,918.85,918,,,,,,,,,,,,
name1646,lastname1646,August,4,1,BS Management,639276275354.00,927.63,927,,,,,,,,,,,,
name1647,lastname1647,February,5,0,BS Management Engineering,639175137001.00,917.51,917,,,,,,,,,,,,
name1648,lastname1648,July,8,98,BS Legal Management,639176098149.00,917.61,917,,,,,,,,,,,,
name1649,lastname1649,March,17,97,BS Management Engineering,639273243799.00,927.32,927,,,,,,,,,,,,
name1650,lastname1650,April,26,1,BS Comtech,639182766108.00,918.28,918,,,,,,,,,,,,
name1651,lastname1651,May,16,97,BS Management Engineering,639175408194.00,917.54,917,,,,,,,,,,,,
name1652,lastname1652,July,23,99,BS IT Entrepreneurship,639278052574.00,927.81,927,,,,,,,,,,,,
name1653,lastname1653,July,7,98,BS Comtech,639279397447.00,927.94,927,,,,,,,,,,,,
name1654,lastname1654,November,4,98,BS Management,639182793610.00,918.28,918,,,,,,,,,,,,
name1655,lastname1655,January,17,0,BS Comtech,639271823538.00,927.18,927,,,,,,,,,,,,
name1656,lastname1656,May,9,1,BS Comtech,639172252450.00,917.23,917,,,,,,,,,,,,
name1657,lastname1657,February,20,97,BS IT Entrepreneurship,639275855387.00,927.59,927,,,,,,,,,,,,
name1658,lastname1658,November,17,99,BS IT Entrepreneurship,639271324378.00,927.13,927,,,,,,,,,,,,
name1659,lastname1659,February,16,1,BS Management,639174266016.00,917.43,917,,,,,,,,,,,,
name1660,lastname1660,March,4,97,BS Legal Management,639183779121.00,918.38,918,,,,,,,,,,,,
name1661,lastname1661,December,19,97,BS Legal Management,639273512073.00,927.35,927,,,,,,,,,,,,
name1662,lastname1662,May,11,0,BS IT Entrepreneurship,639173319925.00,917.33,917,,,,,,,,,,,,
name1663,lastname1663,June,7,99,BS IT Entrepreneurship,639272828654.00,927.28,927,,,,,,,,,,,,
name1664,lastname1664,June,9,1,BS Legal Management,639171092041.00,917.11,917,,,,,,,,,,,,
name1665,lastname1665,March,27,98,BS Management,639188769262.00,918.88,918,,,,,,,,,,,,
name1666,lastname1666,October,4,0,BS Legal Management,639174935680.00,917.49,917,,,,,,,,,,,,
name1667,lastname1667,September,25,99,BS Legal Management,639177822046.00,917.78,917,,,,,,,,,,,,
name1668,lastname1668,August,2,98,BS Comtech,639183168589.00,918.32,918,,,,,,,,,,,,
name1669,lastname1669,June,16,97,BS Legal Management,639279276310.00,927.93,927,,,,,,,,,,,,
name1670,lastname1670,July,19,97,BS Management Engineering,639274018816.00,927.40,927,,,,,,,,,,,,
name1671,lastname1671,February,27,1,BS IT Entrepreneurship,639172342366.00,917.23,917,,,,,,,,,,,,
name1672,lastname1672,May,9,99,BS Legal Management,639172119349.00,917.21,917,,,,,,,,,,,,
name1673,lastname1673,January,8,0,BS Comtech,639175284529.00,917.53,917,,,,,,,,,,,,
name1674,lastname1674,November,19,98,BS Management Engineering,639172091835.00,917.21,917,,,,,,,,,,,,
name1675,lastname1675,May,28,97,BS IT Entrepreneurship,639272674069.00,927.27,927,,,,,,,,,,,,
name1676,lastname1676,December,25,0,BS Legal Management,639184065317.00,918.41,918,,,,,,,,,,,,
name1677,lastname1677,June,18,0,BS Comtech,639173507936.00,917.35,917,,,,,,,,,,,,
name1678,lastname1678,November,13,0,BS Legal Management,639186686906.00,918.67,918,,,,,,,,,,,,
name1679,lastname1679,May,12,1,BS IT Entrepreneurship,639187641314.00,918.76,918,,,,,,,,,,,,
name1680,lastname1680,December,22,98,BS IT Entrepreneurship,639172293120.00,917.23,917,,,,,,,,,,,,
name1681,lastname1681,March,25,99,BS Management Engineering,639176669320.00,917.67,917,,,,,,,,,,,,
name1682,lastname1682,October,21,98,BS Management Engineering,639178737447.00,917.87,917,,,,,,,,,,,,
name1683,lastname1683,November,10,98,BS Management Engineering,639184484070.00,918.45,918,,,,,,,,,,,,
name1684,lastname1684,December,21,97,BS Management,639278602285.00,927.86,927,,,,,,,,,,,,
name1685,lastname1685,December,16,97,BS Legal Management,639182828460.00,918.28,918,,,,,,,,,,,,
name1686,lastname1686,August,11,97,BS Management Engineering,639273808663.00,927.38,927,,,,,,,,,,,,
name1687,lastname1687,April,24,98,BS Management Engineering,639277259531.00,927.73,927,,,,,,,,,,,,
name1688,lastname1688,June,3,99,BS Comtech,639179613410.00,917.96,917,,,,,,,,,,,,
name1689,lastname1689,December,18,99,BS Management Engineering,639274089900.00,927.41,927,,,,,,,,,,,,
name1690,lastname1690,July,6,97,BS Management Engineering,639176973877.00,917.70,917,,,,,,,,,,,,
name1691,lastname1691,September,18,97,BS IT Entrepreneurship,639179504112.00,917.95,917,,,,,,,,,,,,
name1692,lastname1692,May,4,0,BS IT Entrepreneurship,639173312269.00,917.33,917,,,,,,,,,,,,
name1693,lastname1693,February,7,98,BS Management Engineering,639278436944.00,927.84,927,,,,,,,,,,,,
name1694,lastname1694,February,18,1,BS Management,639189899777.00,918.99,918,,,,,,,,,,,,
name1695,lastname1695,January,10,97,BS Management,639189598868.00,918.96,918,,,,,,,,,,,,
name1696,lastname1696,February,20,1,BS IT Entrepreneurship,639184329643.00,918.43,918,,,,,,,,,,,,
name1697,lastname1697,March,7,99,BS IT Entrepreneurship,639183516631.00,918.35,918,,,,,,,,,,,,
name1698,lastname1698,October,25,99,BS IT Entrepreneurship,639177096669.00,917.71,917,,,,,,,,,,,,
name1699,lastname1699,December,5,97,BS Management,639177086860.00,917.71,917,,,,,,,,,,,,
name1700,lastname1700,April,18,98,BS Management,639174935524.00,917.49,917,,,,,,,,,,,,
name1701,lastname1701,June,1,97,BS Comtech,639173984541.00,917.40,917,,,,,,,,,,,,
name1702,lastname1702,January,19,98,BS Legal Management,639174178666.00,917.42,917,,,,,,,,,,,,
name1703,lastname1703,June,22,97,BS Legal Management,639182951382.00,918.30,918,,,,,,,,,,,,
name1704,lastname1704,February,2,98,BS Legal Management,639185157421.00,918.52,918,,,,,,,,,,,,
name1705,lastname1705,January,1,97,BS Comtech,639173113470.00,917.31,917,,,,,,,,,,,,
name1706,lastname1706,August,16,98,BS IT Entrepreneurship,639279399260.00,927.94,927,,,,,,,,,,,,
name1707,lastname1707,September,23,1,BS Management,639279863129.00,927.99,927,,,,,,,,,,,,
name1708,lastname1708,November,3,97,BS IT Entrepreneurship,639188178602.00,918.82,918,,,,,,,,,,,,
name1709,lastname1709,December,18,97,BS IT Entrepreneurship,639187653651.00,918.77,918,,,,,,,,,,,,
name1710,lastname1710,October,25,1,BS Legal Management,639276031574.00,927.60,927,,,,,,,,,,,,
name1711,lastname1711,May,25,98,BS IT Entrepreneurship,639189701693.00,918.97,918,,,,,,,,,,,,
name1712,lastname1712,December,19,98,BS Management Engineering,639279338376.00,927.93,927,,,,,,,,,,,,
name1713,lastname1713,April,14,97,BS Management,639277513712.00,927.75,927,,,,,,,,,,,,
name1714,lastname1714,August,15,1,BS Management,639182368919.00,918.24,918,,,,,,,,,,,,
name1715,lastname1715,July,2,97,BS Comtech,639175598093.00,917.56,917,,,,,,,,,,,,
name1716,lastname1716,September,25,0,BS Legal Management,639185408555.00,918.54,918,,,,,,,,,,,,
name1717,lastname1717,November,5,97,BS IT Entrepreneurship,639188942375.00,918.89,918,,,,,,,,,,,,
name1718,lastname1718,May,17,97,BS Management Engineering,639188382342.00,918.84,918,,,,,,,,,,,,
name1719,lastname1719,July,2,0,BS Management Engineering,639276318040.00,927.63,927,,,,,,,,,,,,
name1720,lastname1720,January,6,97,BS Legal Management,639177381839.00,917.74,917,,,,,,,,,,,,
name1721,lastname1721,July,23,98,BS Comtech,639275443279.00,927.54,927,,,,,,,,,,,,
name1722,lastname1722,March,4,98,BS IT Entrepreneurship,639176938959.00,917.69,917,,,,,,,,,,,,
name1723,lastname1723,May,22,98,BS IT Entrepreneurship,639172813092.00,917.28,917,,,,,,,,,,,,
name1724,lastname1724,June,10,97,BS Management,639172526526.00,917.25,917,,,,,,,,,,,,
name1725,lastname1725,April,23,98,BS Comtech,639272685622.00,927.27,927,,,,,,,,,,,,
name1726,lastname1726,September,26,97,BS Legal Management,639176609137.00,917.66,917,,,,,,,,,,,,
name1727,lastname1727,January,26,98,BS Management Engineering,639275814936.00,927.58,927,,,,,,,,,,,,
name1728,lastname1728,August,19,97,BS Management,639175655934.00,917.57,917,,,,,,,,,,,,
name1729,lastname1729,November,12,97,BS Legal Management,639187764007.00,918.78,918,,,,,,,,,,,,
name1730,lastname1730,April,13,99,BS Management Engineering,639184612548.00,918.46,918,,,,,,,,,,,,
name1731,lastname1731,August,22,98,BS Comtech,639273687728.00,927.37,927,,,,,,,,,,,,
name1732,lastname1732,August,21,98,BS Management,639273762938.00,927.38,927,,,,,,,,,,,,
name1733,lastname1733,January,19,0,BS Comtech,639277402743.00,927.74,927,,,,,,,,,,,,
name1734,lastname1734,June,15,0,BS Legal Management,639182007458.00,918.20,918,,,,,,,,,,,,
name1735,lastname1735,March,26,97,BS Legal Management,639276328106.00,927.63,927,,,,,,,,,,,,
name1736,lastname1736,October,17,97,BS Legal Management,639176537150.00,917.65,917,,,,,,,,,,,,
name1737,lastname1737,August,1,1,BS Management,639179322383.00,917.93,917,,,,,,,,,,,,
name1738,lastname1738,February,4,1,BS Legal Management,639271737762.00,927.17,927,,,,,,,,,,,,
name1739,lastname1739,August,26,0,BS Management,639186479671.00,918.65,918,,,,,,,,,,,,
name1740,lastname1740,May,14,99,BS Legal Management,639272256935.00,927.23,927,,,,,,,,,,,,
name1741,lastname1741,September,8,0,BS IT Entrepreneurship,639188637980.00,918.86,918,,,,,,,,,,,,
name1742,lastname1742,September,7,99,BS Management,639183017635.00,918.30,918,,,,,,,,,,,,
name1743,lastname1743,May,17,0,BS Legal Management,639279651587.00,927.97,927,,,,,,,,,,,,
name1744,lastname1744,October,27,97,BS IT Entrepreneurship,639274781325.00,927.48,927,,,,,,,,,,,,
name1745,lastname1745,January,6,98,BS Legal Management,639173216378.00,917.32,917,,,,,,,,,,,,
name1746,lastname1746,October,16,97,BS IT Entrepreneurship,639279287417.00,927.93,927,,,,,,,,,,,,
name1747,lastname1747,July,12,97,BS Management,639184012702.00,918.40,918,,,,,,,,,,,,
name1748,lastname1748,September,11,99,BS Comtech,639278641701.00,927.86,927,,,,,,,,,,,,
name1749,lastname1749,May,17,0,BS Legal Management,639183759630.00,918.38,918,,,,,,,,,,,,
name1750,lastname1750,February,1,97,BS Management,639181858937.00,918.19,918,,,,,,,,,,,,
name1751,lastname1751,May,6,99,BS Management,639271444452.00,927.14,927,,,,,,,,,,,,
name1752,lastname1752,September,17,97,BS IT Entrepreneurship,639277984040.00,927.80,927,,,,,,,,,,,,
name1753,lastname1753,April,18,98,BS IT Entrepreneurship,639183864372.00,918.39,918,,,,,,,,,,,,
name1754,lastname1754,April,20,97,BS Legal Management,639184004239.00,918.40,918,,,,,,,,,,,,
name1755,lastname1755,June,2,97,BS Management Engineering,639174821573.00,917.48,917,,,,,,,,,,,,
name1756,lastname1756,May,2,98,BS IT Entrepreneurship,639279421394.00,927.94,927,,,,,,,,,,,,
name1757,lastname1757,May,11,99,BS Legal Management,639275456854.00,927.55,927,,,,,,,,,,,,
name1758,lastname1758,October,21,97,BS Comtech,639188628091.00,918.86,918,,,,,,,,,,,,
name1759,lastname1759,May,14,98,BS IT Entrepreneurship,639276342284.00,927.63,927,,,,,,,,,,,,
name1760,lastname1760,August,17,98,BS Comtech,639273508183.00,927.35,927,,,,,,,,,,,,
name1761,lastname1761,March,28,98,BS Management,639172725999.00,917.27,917,,,,,,,,,,,,
name1762,lastname1762,May,13,98,BS Comtech,639274688484.00,927.47,927,,,,,,,,,,,,
name1763,lastname1763,May,2,98,BS Comtech,639174593522.00,917.46,917,,,,,,,,,,,,
name1764,lastname1764,June,3,99,BS Management Engineering,639273091720.00,927.31,927,,,,,,,,,,,,
name1765,lastname1765,February,18,98,BS Management Engineering,639279729371.00,927.97,927,,,,,,,,,,,,
name1766,lastname1766,September,28,1,BS Comtech,639183997923.00,918.40,918,,,,,,,,,,,,
name1767,lastname1767,November,13,98,BS Management,639271122072.00,927.11,927,,,,,,,,,,,,
name1768,lastname1768,November,21,98,BS IT Entrepreneurship,639272445177.00,927.24,927,,,,,,,,,,,,
name1769,lastname1769,December,8,99,BS Management,639277506690.00,927.75,927,,,,,,,,,,,,
name1770,lastname1770,January,5,99,BS Comtech,639183214539.00,918.32,918,,,,,,,,,,,,
name1771,lastname1771,November,4,97,BS IT Entrepreneurship,639276227513.00,927.62,927,,,,,,,,,,,,
name1772,lastname1772,December,27,99,BS Legal Management,639274395173.00,927.44,927,,,,,,,,,,,,
name1773,lastname1773,February,16,99,BS Management Engineering,639278865322.00,927.89,927,,,,,,,,,,,,
name1774,lastname1774,March,13,99,BS Comtech,639174582332.00,917.46,917,,,,,,,,,,,,
name1775,lastname1775,December,8,98,BS Comtech,639271267838.00,927.13,927,,,,,,,,,,,,
name1776,lastname1776,April,19,99,BS IT Entrepreneurship,639177041136.00,917.70,917,,,,,,,,,,,,
name1777,lastname1777,April,15,1,BS Legal Management,639172235890.00,917.22,917,,,,,,,,,,,,
name1778,lastname1778,May,25,98,BS Management,639279487837.00,927.95,927,,,,,,,,,,,,
name1779,lastname1779,February,12,98,BS IT Entrepreneurship,639278973040.00,927.90,927,,,,,,,,,,,,
name1780,lastname1780,May,16,1,BS Legal Management,639185812425.00,918.58,918,,,,,,,,,,,,
name1781,lastname1781,July,22,1,BS Management,639187534933.00,918.75,918,,,,,,,,,,,,
name1782,lastname1782,August,18,1,BS Legal Management,639272415308.00,927.24,927,,,,,,,,,,,,
name1783,lastname1783,October,21,97,BS IT Entrepreneurship,639176508776.00,917.65,917,,,,,,,,,,,,
name1784,lastname1784,April,26,98,BS Comtech,639188432763.00,918.84,918,,,,,,,,,,,,
name1785,lastname1785,September,10,97,BS IT Entrepreneurship,639186571572.00,918.66,918,,,,,,,,,,,,
name1786,lastname1786,August,14,97,BS Comtech,639171344322.00,917.13,917,,,,,,,,,,,,
name1787,lastname1787,August,1,98,BS Legal Management,639271859470.00,927.19,927,,,,,,,,,,,,
name1788,lastname1788,September,16,98,BS Legal Management,639275302041.00,927.53,927,,,,,,,,,,,,
name1789,lastname1789,August,12,0,BS Legal Management,639172744019.00,917.27,917,,,,,,,,,,,,
name1790,lastname1790,January,16,98,BS Management Engineering,639278885310.00,927.89,927,,,,,,,,,,,,
name1791,lastname1791,May,21,97,BS IT Entrepreneurship,639185104996.00,918.51,918,,,,,,,,,,,,
name1792,lastname1792,July,21,99,BS Management,639179458298.00,917.95,917,,,,,,,,,,,,
name1793,lastname1793,November,1,98,BS Legal Management,639278301201.00,927.83,927,,,,,,,,,,,,
name1794,lastname1794,July,10,99,BS Management,639189562885.00,918.96,918,,,,,,,,,,,,
name1795,lastname1795,August,9,99,BS Management,639275346657.00,927.53,927,,,,,,,,,,,,
name1796,lastname1796,May,16,98,BS IT Entrepreneurship,639175619612.00,917.56,917,,,,,,,,,,,,
name1797,lastname1797,February,14,98,BS Management,639179116438.00,917.91,917,,,,,,,,,,,,
name1798,lastname1798,May,21,0,BS Comtech,639174888960.00,917.49,917,,,,,,,,,,,,
name1799,lastname1799,July,18,97,BS IT Entrepreneurship,639179144274.00,917.91,917,,,,,,,,,,,,
name1800,lastname1800,June,8,97,BS Management Engineering,639183866944.00,918.39,918,,,,,,,,,,,,
name1801,lastname1801,July,22,98,BS Management,639183201548.00,918.32,918,,,,,,,,,,,,
name1802,lastname1802,June,23,97,BS Legal Management,639173471553.00,917.35,917,,,,,,,,,,,,
name1803,lastname1803,April,9,98,BS Management Engineering,639274246059.00,927.42,927,,,,,,,,,,,,
name1804,lastname1804,November,6,0,BS Management Engineering,639186179852.00,918.62,918,,,,,,,,,,,,
name1805,lastname1805,February,7,97,BS Comtech,639174879127.00,917.49,917,,,,,,,,,,,,
name1806,lastname1806,April,26,98,BS Comtech,639178104831.00,917.81,917,,,,,,,,,,,,
name1807,lastname1807,February,6,97,BS Comtech,639276307509.00,927.63,927,,,,,,,,,,,,
name1808,lastname1808,March,15,1,BS Comtech,639171671593.00,917.17,917,,,,,,,,,,,,
name1809,lastname1809,December,11,98,BS Legal Management,639174216667.00,917.42,917,,,,,,,,,,,,
name1810,lastname1810,July,20,97,BS Management,639179853009.00,917.99,917,,,,,,,,,,,,
name1811,lastname1811,May,3,99,BS Comtech,639174664919.00,917.47,917,,,,,,,,,,,,
name1812,lastname1812,September,1,97,BS Comtech,639182488524.00,918.25,918,,,,,,,,,,,,
name1813,lastname1813,March,28,99,BS Management Engineering,639177648724.00,917.76,917,,,,,,,,,,,,
name1814,lastname1814,November,24,98,BS IT Entrepreneurship,639173908744.00,917.39,917,,,,,,,,,,,,
name1815,lastname1815,August,21,98,BS Legal Management,639273367971.00,927.34,927,,,,,,,,,,,,
name1816,lastname1816,November,19,97,BS Management Engineering,639176085191.00,917.61,917,,,,,,,,,,,,
name1817,lastname1817,May,27,0,BS Legal Management,639178577520.00,917.86,917,,,,,,,,,,,,
name1818,lastname1818,August,12,99,BS Legal Management,639273356538.00,927.34,927,,,,,,,,,,,,
name1819,lastname1819,July,8,97,BS IT Entrepreneurship,639275037973.00,927.50,927,,,,,,,,,,,,
name1820,lastname1820,June,8,98,BS Legal Management,639181387589.00,918.14,918,,,,,,,,,,,,
name1821,lastname1821,May,5,0,BS Management Engineering,639186883340.00,918.69,918,,,,,,,,,,,,
name1822,lastname1822,January,7,1,BS Legal Management,639186031124.00,918.60,918,,,,,,,,,,,,
name1823,lastname1823,June,9,0,BS Management,639278002625.00,927.80,927,,,,,,,,,,,,
name1824,lastname1824,April,21,97,BS Comtech,639187499483.00,918.75,918,,,,,,,,,,,,
name1825,lastname1825,December,16,0,BS Management Engineering,639181259294.00,918.13,918,,,,,,,,,,,,
name1826,lastname1826,March,12,1,BS Management Engineering,639186143280.00,918.61,918,,,,,,,,,,,,
name1827,lastname1827,December,16,97,BS Management Engineering,639185119530.00,918.51,918,,,,,,,,,,,,
name1828,lastname1828,April,3,97,BS Management,639179169573.00,917.92,917,,,,,,,,,,,,
name1829,lastname1829,June,15,99,BS Legal Management,639172772479.00,917.28,917,,,,,,,,,,,,
name1830,lastname1830,November,15,99,BS Management Engineering,639181975144.00,918.20,918,,,,,,,,,,,,
name1831,lastname1831,March,8,99,BS Legal Management,639275273732.00,927.53,927,,,,,,,,,,,,
name1832,lastname1832,June,8,1,BS IT Entrepreneurship,639171563760.00,917.16,917,,,,,,,,,,,,
name1833,lastname1833,April,18,99,BS Management Engineering,639175112707.00,917.51,917,,,,,,,,,,,,
name1834,lastname1834,September,9,99,BS Management Engineering,639178167465.00,917.82,917,,,,,,,,,,,,
name1835,lastname1835,September,3,0,BS Legal Management,639174701638.00,917.47,917,,,,,,,,,,,,
name1836,lastname1836,June,24,99,BS Management,639177565799.00,917.76,917,,,,,,,,,,,,
name1837,lastname1837,January,10,98,BS IT Entrepreneurship,639174543754.00,917.45,917,,,,,,,,,,,,
name1838,lastname1838,December,2,0,BS Comtech,639172917417.00,917.29,917,,,,,,,,,,,,
name1839,lastname1839,August,8,0,BS Management Engineering,639176498594.00,917.65,917,,,,,,,,,,,,
name1840,lastname1840,June,24,99,BS Legal Management,639186634717.00,918.66,918,,,,,,,,,,,,
name1841,lastname1841,June,14,99,BS Comtech,639187199417.00,918.72,918,,,,,,,,,,,,
name1842,lastname1842,May,11,97,BS Management Engineering,639188419875.00,918.84,918,,,,,,,,,,,,
name1843,lastname1843,July,14,98,BS Management Engineering,639173598152.00,917.36,917,,,,,,,,,,,,
name1844,lastname1844,February,5,97,BS IT Entrepreneurship,639182819072.00,918.28,918,,,,,,,,,,,,
name1845,lastname1845,March,24,99,BS Legal Management,639174614220.00,917.46,917,,,,,,,,,,,,
name1846,lastname1846,November,14,99,BS Management,639175489682.00,917.55,917,,,,,,,,,,,,
name1847,lastname1847,April,28,97,BS IT Entrepreneurship,639173072088.00,917.31,917,,,,,,,,,,,,
name1848,lastname1848,May,28,97,BS Legal Management,639189413734.00,918.94,918,,,,,,,,,,,,
name1849,lastname1849,August,11,98,BS Comtech,639173921576.00,917.39,917,,,,,,,,,,,,
name1850,lastname1850,July,19,99,BS Comtech,639188341480.00,918.83,918,,,,,,,,,,,,
name1851,lastname1851,July,16,0,BS IT Entrepreneurship,639272014051.00,927.20,927,,,,,,,,,,,,
name1852,lastname1852,August,27,99,BS Management,639273524021.00,927.35,927,,,,,,,,,,,,
name1853,lastname1853,June,21,99,BS Management Engineering,639276418370.00,927.64,927,,,,,,,,,,,,
name1854,lastname1854,April,15,0,BS Management Engineering,639178262659.00,917.83,917,,,,,,,,,,,,
name1855,lastname1855,September,21,99,BS Management Engineering,639275257061.00,927.53,927,,,,,,,,,,,,
name1856,lastname1856,May,1,1,BS Management Engineering,639171791652.00,917.18,917,,,,,,,,,,,,
name1857,lastname1857,October,11,97,BS Management Engineering,639184868426.00,918.49,918,,,,,,,,,,,,
name1858,lastname1858,August,11,98,BS IT Entrepreneurship,639175772728.00,917.58,917,,,,,,,,,,,,
name1859,lastname1859,November,13,97,BS Legal Management,639176259405.00,917.63,917,,,,,,,,,,,,
name1860,lastname1860,August,10,98,BS Management,639186449525.00,918.64,918,,,,,,,,,,,,
name1861,lastname1861,April,27,97,BS Comtech,639183692095.00,918.37,918,,,,,,,,,,,,
name1862,lastname1862,July,16,97,BS Management Engineering,639171282945.00,917.13,917,,,,,,,,,,,,
name1863,lastname1863,November,11,97,BS Management Engineering,639178938398.00,917.89,917,,,,,,,,,,,,
name1864,lastname1864,July,8,98,BS Comtech,639277392312.00,927.74,927,,,,,,,,,,,,
name1865,lastname1865,May,8,97,BS Legal Management,639187076368.00,918.71,918,,,,,,,,,,,,
name1866,lastname1866,January,25,97,BS IT Entrepreneurship,639171115040.00,917.11,917,,,,,,,,,,,,
name1867,lastname1867,October,8,99,BS Management Engineering,639181405189.00,918.14,918,,,,,,,,,,,,
name1868,lastname1868,November,10,1,BS Management Engineering,639273341585.00,927.33,927,,,,,,,,,,,,
name1869,lastname1869,August,5,98,BS Management Engineering,639273045890.00,927.30,927,,,,,,,,,,,,
name1870,lastname1870,April,1,98,BS Legal Management,639275643320.00,927.56,927,,,,,,,,,,,,
name1871,lastname1871,November,12,97,BS Management,639185472499.00,918.55,918,,,,,,,,,,,,
name1872,lastname1872,January,17,99,BS Management,639181296071.00,918.13,918,,,,,,,,,,,,
name1873,lastname1873,February,9,0,BS IT Entrepreneurship,639277374858.00,927.74,927,,,,,,,,,,,,
name1874,lastname1874,November,23,0,BS IT Entrepreneurship,639171992397.00,917.20,917,,,,,,,,,,,,
name1875,lastname1875,May,13,97,BS IT Entrepreneurship,639171362386.00,917.14,917,,,,,,,,,,,,
name1876,lastname1876,March,10,98,BS Legal Management,639178086501.00,917.81,917,,,,,,,,,,,,
name1877,lastname1877,November,7,97,BS Legal Management,639277289251.00,927.73,927,,,,,,,,,,,,
name1878,lastname1878,January,17,99,BS IT Entrepreneurship,639278144698.00,927.81,927,,,,,,,,,,,,
name1879,lastname1879,June,25,99,BS IT Entrepreneurship,639181796493.00,918.18,918,,,,,,,,,,,,
name1880,lastname1880,January,27,97,BS Management Engineering,639188453785.00,918.85,918,,,,,,,,,,,,
name1881,lastname1881,December,15,97,BS IT Entrepreneurship,639182408941.00,918.24,918,,,,,,,,,,,,
